Step,2025-05-25_12-39-58_kitchen-complete-v0_fql_mlp_ta4_td4_seed0 - avg episode reward - eval,2025-05-25_12-39-58_kitchen-complete-v0_fql_mlp_ta4_td4_seed0 - avg episode reward - eval__MIN,2025-05-25_12-39-58_kitchen-complete-v0_fql_mlp_ta4_td4_seed0 - avg episode reward - eval__MAX,2025-05-10_21-14-05_kitchen-complete-v0_fql_mlp_ta4_td4_seed3407 - avg episode reward - eval,2025-05-10_21-14-05_kitchen-complete-v0_fql_mlp_ta4_td4_seed3407 - avg episode reward - eval__MIN,2025-05-10_21-14-05_kitchen-complete-v0_fql_mlp_ta4_td4_seed3407 - avg episode reward - eval__MAX,17-52-52_kitchen-complete-v0_ppo_diffusion_mlp_ta4_td20_tdf10_seed3407 - avg episode reward - eval,17-52-52_kitchen-complete-v0_ppo_diffusion_mlp_ta4_td20_tdf10_seed3407 - avg episode reward - eval__MIN,17-52-52_kitchen-complete-v0_ppo_diffusion_mlp_ta4_td20_tdf10_seed3407 - avg episode reward - eval__MAX,17-52-02_kitchen-complete-v0_ppo_diffusion_mlp_ta4_td20_tdf10_seed0 - avg episode reward - eval,17-52-02_kitchen-complete-v0_ppo_diffusion_mlp_ta4_td20_tdf10_seed0 - avg episode reward - eval__MIN,17-52-02_kitchen-complete-v0_ppo_diffusion_mlp_ta4_td20_tdf10_seed0 - avg episode reward - eval__MAX,2025-05-10_17-42-59_kitchen-complete-v0_fql_mlp_ta4_td4_seed42 - avg episode reward - eval,2025-05-10_17-42-59_kitchen-complete-v0_fql_mlp_ta4_td4_seed42 - avg episode reward - eval__MIN,2025-05-10_17-42-59_kitchen-complete-v0_fql_mlp_ta4_td4_seed42 - avg episode reward - eval__MAX,2025-05-08_11-20-55_kitchen-complete-v0_ppo_shortcut_mlp_ta4_td4_tdf4_seed3407 - eval/avg episode reward,2025-05-08_11-20-55_kitchen-complete-v0_ppo_shortcut_mlp_ta4_td4_tdf4_seed3407 - eval/avg episode reward__MIN,2025-05-08_11-20-55_kitchen-complete-v0_ppo_shortcut_mlp_ta4_td4_tdf4_seed3407 - eval/avg episode reward__MAX,2025-05-08_11-20-14_kitchen-complete-v0_ppo_shortcut_mlp_ta4_td4_tdf4_seed0 - eval/avg episode reward,2025-05-08_11-20-14_kitchen-complete-v0_ppo_shortcut_mlp_ta4_td4_tdf4_seed0 - eval/avg episode reward__MIN,2025-05-08_11-20-14_kitchen-complete-v0_ppo_shortcut_mlp_ta4_td4_tdf4_seed0 - eval/avg episode reward__MAX,2025-05-08_07-05-08_kitchen-complete-v0_ppo_diffusion_mlp_ta4_td20_tdf10_seed42 - avg episode reward - eval,2025-05-08_07-05-08_kitchen-complete-v0_ppo_diffusion_mlp_ta4_td20_tdf10_seed42 - avg episode reward - eval__MIN,2025-05-08_07-05-08_kitchen-complete-v0_ppo_diffusion_mlp_ta4_td20_tdf10_seed42 - avg episode reward - eval__MAX,2025-05-08_07-03-14_kitchen-complete-v0_ppo_shortcut_mlp_ta4_td4_tdf4_seed42 - eval/avg episode reward,2025-05-08_07-03-14_kitchen-complete-v0_ppo_shortcut_mlp_ta4_td4_tdf4_seed42 - eval/avg episode reward__MIN,2025-05-08_07-03-14_kitchen-complete-v0_ppo_shortcut_mlp_ta4_td4_tdf4_seed42 - eval/avg episode reward__MAX,2026-01-19_06-09-22_kitchen-complete-v0_ppo_shortcut_mlp_score_ta4_td4_seed0 - eval/avg episode reward,2026-01-19_06-09-22_kitchen-complete-v0_ppo_shortcut_mlp_score_ta4_td4_seed0 - eval/avg episode reward__MIN,2026-01-19_06-09-22_kitchen-complete-v0_ppo_shortcut_mlp_score_ta4_td4_seed0 - eval/avg episode reward__MAX,2026-01-19_06-06-01_kitchen-complete-v0_ppo_shortcut_mlp_score_ta4_td4_seed3407 - eval/avg episode reward,2026-01-19_06-06-01_kitchen-complete-v0_ppo_shortcut_mlp_score_ta4_td4_seed3407 - eval/avg episode reward__MIN,2026-01-19_06-06-01_kitchen-complete-v0_ppo_shortcut_mlp_score_ta4_td4_seed3407 - eval/avg episode reward__MAX,2026-01-19_06-01-28_kitchen-complete-v0_ppo_shortcut_mlp_with_score_gammanet_ta4_td4_tdf4_seed0 - eval/avg episode reward,2026-01-19_06-01-28_kitchen-complete-v0_ppo_shortcut_mlp_with_score_gammanet_ta4_td4_tdf4_seed0 - eval/avg episode reward__MIN,2026-01-19_06-01-28_kitchen-complete-v0_ppo_shortcut_mlp_with_score_gammanet_ta4_td4_tdf4_seed0 - eval/avg episode reward__MAX,2026-01-19_03-41-45_kitchen-complete-v0_ppo_shortcut_mlp_with_score_gammanet_ta4_td4_tdf4_seed3407 - eval/avg episode reward,2026-01-19_03-41-45_kitchen-complete-v0_ppo_shortcut_mlp_with_score_gammanet_ta4_td4_tdf4_seed3407 - eval/avg episode reward__MIN,2026-01-19_03-41-45_kitchen-complete-v0_ppo_shortcut_mlp_with_score_gammanet_ta4_td4_tdf4_seed3407 - eval/avg episode reward__MAX,2026-01-15_13-01-37_kitchen-complete-v0_ppo_shortcut_mlp_with_score_gammanet_ta4_td4_tdf4_seed42 - eval/avg episode reward,2026-01-15_13-01-37_kitchen-complete-v0_ppo_shortcut_mlp_with_score_gammanet_ta4_td4_tdf4_seed42 - eval/avg episode reward__MIN,2026-01-15_13-01-37_kitchen-complete-v0_ppo_shortcut_mlp_with_score_gammanet_ta4_td4_tdf4_seed42 - eval/avg episode reward__MAX,2026-01-15_06-53-20_kitchen-complete-v0_ppo_shortcut_mlp_with_score_gammanet_ta4_td4_tdf4_seed42 - eval/avg episode reward,2026-01-15_06-53-20_kitchen-complete-v0_ppo_shortcut_mlp_with_score_gammanet_ta4_td4_tdf4_seed42 - eval/avg episode reward__MIN,2026-01-15_06-53-20_kitchen-complete-v0_ppo_shortcut_mlp_with_score_gammanet_ta4_td4_tdf4_seed42 - eval/avg episode reward__MAX,2026-01-14_11-13-32_kitchen-complete-v0_ppo_shortcut_mlp_score_ta4_td4_seed42 - eval/avg episode reward,2026-01-14_11-13-32_kitchen-complete-v0_ppo_shortcut_mlp_score_ta4_td4_seed42 - eval/avg episode reward__MIN,2026-01-14_11-13-32_kitchen-complete-v0_ppo_shortcut_mlp_score_ta4_td4_seed42 - eval/avg episode reward__MAX
410000,3,3,3,2,2,2,,,,,,,1.7142857142857142,1.7142857142857142,1.7142857142857142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415000,2.571428571428572,2.571428571428572,2.571428571428572,2.375,2.375,2.375,,,,,,,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420000,2.4285714285714284,2.4285714285714284,2.4285714285714284,1.7142857142857142,1.7142857142857142,1.7142857142857142,,,,,,,2.375,2.375,2.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425000,2.75,2.75,2.75,1,1,1,,,,,,,2.25,2.25,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430000,2.2857142857142856,2.2857142857142856,2.2857142857142856,1.8571428571428568,1.8571428571428568,1.8571428571428568,,,,,,,1.8571428571428568,1.8571428571428568,1.8571428571428568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435000,2.875,2.875,2.875,2.75,2.75,2.75,,,,,,,3.2222222222222223,3.2222222222222223,3.2222222222222223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440000,2.625,2.625,2.625,2.4285714285714284,2.4285714285714284,2.4285714285714284,,,,,,,2.625,2.625,2.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445000,2.2857142857142856,2.2857142857142856,2.2857142857142856,2.2857142857142856,2.2857142857142856,2.2857142857142856,,,,,,,3.125,3.125,3.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450000,2.75,2.75,2.75,2.5,2.5,2.5,,,,,,,1.4285714285714286,1.4285714285714286,1.4285714285714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455000,2.2857142857142856,2.2857142857142856,2.2857142857142856,2.142857142857143,2.142857142857143,2.142857142857143,,,,,,,3.111111111111111,3.111111111111111,3.111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460000,2.571428571428572,2.571428571428572,2.571428571428572,2.142857142857143,2.142857142857143,2.142857142857143,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465000,2.2857142857142856,2.2857142857142856,2.2857142857142856,2.7142857142857144,2.7142857142857144,2.7142857142857144,,,,,,,2.4285714285714284,2.4285714285714284,2.4285714285714284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470000,2.571428571428572,2.571428571428572,2.571428571428572,1.2857142857142858,1.2857142857142858,1.2857142857142858,,,,,,,2.7142857142857144,2.7142857142857144,2.7142857142857144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475000,3.25,3.25,3.25,3.333333333333333,3.333333333333333,3.333333333333333,,,,,,,2.6666666666666665,2.6666666666666665,2.6666666666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480000,2,2,2,3,3,3,,,,,,,2.4285714285714284,2.4285714285714284,2.4285714285714284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485000,3,3,3,1.8571428571428568,1.8571428571428568,1.8571428571428568,,,,,,,2.625,2.625,2.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490000,2.75,2.75,2.75,2.875,2.875,2.875,,,,,,,2.2857142857142856,2.2857142857142856,2.2857142857142856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495000,2.7142857142857144,2.7142857142857144,2.7142857142857144,2.7142857142857144,2.7142857142857144,2.7142857142857144,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500000,2.2857142857142856,2.2857142857142856,2.2857142857142856,2.2857142857142856,2.2857142857142856,2.2857142857142856,,,,,,,2.625,2.625,2.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505000,3.555555555555556,3.555555555555556,3.555555555555556,3.333333333333333,3.333333333333333,3.333333333333333,,,,,,,2.875,2.875,2.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510000,3.333333333333333,3.333333333333333,3.333333333333333,2.125,2.125,2.125,,,,,,,2.571428571428572,2.571428571428572,2.571428571428572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515000,2.5,2.5,2.5,2.5,2.5,2.5,,,,,,,2.7142857142857144,2.7142857142857144,2.7142857142857144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520000,2.2857142857142856,2.2857142857142856,2.2857142857142856,2.2857142857142856,2.2857142857142856,2.2857142857142856,,,,,,,2.2857142857142856,2.2857142857142856,2.2857142857142856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525000,3,3,3,3,3,3,,,,,,,2.4285714285714284,2.4285714285714284,2.4285714285714284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530000,3.333333333333333,3.333333333333333,3.333333333333333,3.375,3.375,3.375,,,,,,,2.5,2.5,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535000,3.5,3.5,3.5,3.6666666666666665,3.6666666666666665,3.6666666666666665,,,,,,,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540000,3.5,3.5,3.5,3.555555555555556,3.555555555555556,3.555555555555556,,,,,,,2.571428571428572,2.571428571428572,2.571428571428572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545000,2.2857142857142856,2.2857142857142856,2.2857142857142856,3.111111111111111,3.111111111111111,3.111111111111111,,,,,,,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550000,2.625,2.625,2.625,3.555555555555556,3.555555555555556,3.555555555555556,,,,,,,2.857142857142857,2.857142857142857,2.857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555000,3,3,3,3.2222222222222223,3.2222222222222223,3.2222222222222223,,,,,,,2.75,2.75,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560000,2.857142857142857,2.857142857142857,2.857142857142857,3,3,3,,,,,,,2.4285714285714284,2.4285714285714284,2.4285714285714284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565000,2.75,2.75,2.75,2.625,2.625,2.625,,,,,,,3.25,3.25,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570000,2.875,2.875,2.875,2.7142857142857144,2.7142857142857144,2.7142857142857144,,,,,,,3.375,3.375,3.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575000,2.75,2.75,2.75,2.875,2.875,2.875,,,,,,,3.111111111111111,3.111111111111111,3.111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580000,3.4444444444444446,3.4444444444444446,3.4444444444444446,2.75,2.75,2.75,,,,,,,2.625,2.625,2.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585000,1.8571428571428568,1.8571428571428568,1.8571428571428568,2.888888888888889,2.888888888888889,2.888888888888889,,,,,,,3.125,3.125,3.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590000,3,3,3,2.7142857142857144,2.7142857142857144,2.7142857142857144,,,,,,,3.4444444444444446,3.4444444444444446,3.4444444444444446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595000,3.6,3.6,3.6,3,3,3,,,,,,,3.375,3.375,3.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600000,2,2,2,3,3,3,,,,,,,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605000,1.8571428571428568,1.8571428571428568,1.8571428571428568,2.875,2.875,2.875,,,,,,,3.111111111111111,3.111111111111111,3.111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610000,2,2,2,3,3,3,,,,,,,2.4285714285714284,2.4285714285714284,2.4285714285714284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615000,2.142857142857143,2.142857142857143,2.142857142857143,2.75,2.75,2.75,,,,,,,2.75,2.75,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620000,2.625,2.625,2.625,2,2,2,,,,,,,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625000,2.75,2.75,2.75,3.5,3.5,3.5,,,,,,,3.6666666666666665,3.6666666666666665,3.6666666666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630000,3.25,3.25,3.25,2.4285714285714284,2.4285714285714284,2.4285714285714284,,,,,,,2.75,2.75,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635000,3.333333333333333,3.333333333333333,3.333333333333333,2.571428571428572,2.571428571428572,2.571428571428572,,,,,,,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640000,3.125,3.125,3.125,3,3,3,,,,,,,2.875,2.875,2.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645000,3,3,3,2.4285714285714284,2.4285714285714284,2.4285714285714284,,,,,,,2.571428571428572,2.571428571428572,2.571428571428572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650000,3.25,3.25,3.25,3.4444444444444446,3.4444444444444446,3.4444444444444446,,,,,,,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655000,3,3,3,2.571428571428572,2.571428571428572,2.571428571428572,,,,,,,2.875,2.875,2.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660000,3.333333333333333,3.333333333333333,3.333333333333333,3.25,3.25,3.25,,,,,,,3.25,3.25,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665000,2.857142857142857,2.857142857142857,2.857142857142857,3.25,3.25,3.25,,,,,,,3.375,3.375,3.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670000,3.333333333333333,3.333333333333333,3.333333333333333,2.25,2.25,2.25,,,,,,,2.857142857142857,2.857142857142857,2.857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675000,3,3,3,3.555555555555556,3.555555555555556,3.555555555555556,,,,,,,3.333333333333333,3.333333333333333,3.333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680000,3.333333333333333,3.333333333333333,3.333333333333333,3.375,3.375,3.375,,,,,,,2.375,2.375,2.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685000,2.75,2.75,2.75,2.4285714285714284,2.4285714285714284,2.4285714285714284,,,,,,,2.75,2.75,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690000,3,3,3,2.857142857142857,2.857142857142857,2.857142857142857,,,,,,,1.8571428571428568,1.8571428571428568,1.8571428571428568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695000,2.2857142857142856,2.2857142857142856,2.2857142857142856,2.75,2.75,2.75,,,,,,,2.75,2.75,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700000,3.4444444444444446,3.4444444444444446,3.4444444444444446,2.7142857142857144,2.7142857142857144,2.7142857142857144,,,,,,,2.5,2.5,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705000,2.625,2.625,2.625,3.375,3.375,3.375,,,,,,,2.7142857142857144,2.7142857142857144,2.7142857142857144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710000,3.25,3.25,3.25,2.5,2.5,2.5,,,,,,,3.25,3.25,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715000,2.857142857142857,2.857142857142857,2.857142857142857,3.111111111111111,3.111111111111111,3.111111111111111,,,,,,,2.5,2.5,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720000,3.111111111111111,3.111111111111111,3.111111111111111,2.857142857142857,2.857142857142857,2.857142857142857,,,,,,,3.4444444444444446,3.4444444444444446,3.4444444444444446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725000,2.875,2.875,2.875,3,3,3,,,,,,,2.4285714285714284,2.4285714285714284,2.4285714285714284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
730000,2.7142857142857144,2.7142857142857144,2.7142857142857144,3.125,3.125,3.125,,,,,,,3.333333333333333,3.333333333333333,3.333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
735000,1.8571428571428568,1.8571428571428568,1.8571428571428568,3.7777777777777777,3.7777777777777777,3.7777777777777777,,,,,,,1.2857142857142858,1.2857142857142858,1.2857142857142858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740000,2.625,2.625,2.625,2.2857142857142856,2.2857142857142856,2.2857142857142856,,,,,,,3.125,3.125,3.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
745000,1.4285714285714286,1.4285714285714286,1.4285714285714286,2.571428571428572,2.571428571428572,2.571428571428572,,,,,,,3.125,3.125,3.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750000,2.571428571428572,2.571428571428572,2.571428571428572,3.25,3.25,3.25,,,,,,,1.7142857142857142,1.7142857142857142,1.7142857142857142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
755000,1.8571428571428568,1.8571428571428568,1.8571428571428568,2.75,2.75,2.75,,,,,,,2.625,2.625,2.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760000,1.8571428571428568,1.8571428571428568,1.8571428571428568,2.4285714285714284,2.4285714285714284,2.4285714285714284,,,,,,,3.25,3.25,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
765000,0.8571428571428571,0.8571428571428571,0.8571428571428571,2,2,2,,,,,,,2.142857142857143,2.142857142857143,2.142857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
